DIA,AÑO,MES,MESNUM,SEMANA,SALDO INICIAL IQ005,INGRESO IQ005 PRODUCCIÓN,INGRESO IQ005 I+D,INGRESO IQ005,CONSUMO IQ005,MEDIA GL DESECHO ,SALDO FINAL IQ005,SALDO INICIAL IQ130,PRODUCCION IQ130,CONSUMO IQ130 PRODUCCIÓN,CONSUMO IQ130 I+D,CONSUMO IQ149 (ALCOHOL COMPRADO DE 96°),CONSUMO IQ130 ,GL TANQUE DESTILADO ,SALDO FINAL IQ130,% APRV,AGUA M³(PL),AGUA M3(AD),AGUA DE PRODUCCION,AGUA M³ CALDERO # 2 50 BHP,AGUA M3 CALDERO #1 200 BHP,AGUA M3 DE CALDERO #1 A TORRE,AGUA M3 DE CALDERO #2 A TORRE,TORRE ENFRIAMIENTO M3(IN),TORRE DE DESTILACIÓN (M3),ENERGIA SIN TORRE,ENERGIA CON TORRE,ENERGIA TORRE,ENERGIA DE PRODUCION,ENERGÍA PLANTA KWH,VALOR INICIAL KWH PLANTA,VALOR FINAL KWH PLANTA,ENERGÍA ADMIN KWH,VALOR INICIAL KWH ADM,VALOR FINAL KWH ADM,SALDO INICIAL TQ DIESEL PRINCIPAL (Gls),CONSUMO DIARIO DE DIESEL ,CONSUMO DIESEL SIN TORRE,CONSUMO DIESEL CON TORRE,CONSUMO DIESEL TORRE,CONSUMO DIESEL DE PRODUCCION,CONSUMO GL TQ PRINCIPAL (Gls),INGRESO TQ DIESEL PRINCIPAL (Gls),VOLUMEN MENSUAL PROMEDIO,SALDO FINAL TQ DIESEL PRINCIPAL,NIVEL INICIAL TQ CAL #1,NIVEL FINAL TQ CAL #1,CONS. (GL) CAL#1,NIVEL INICIAL TQ CAL #2,NIVEL FINAL TQ CAL #2,CONS. (GL) CAL#2,CONS. (CM) TORRE,CONS. (CM) TORRE ,CONS. (CM) CALDERO,CONS. (CM) TORRE 3,CONS. (CM) CALDERO4,CONS. (CM) CALDERO5,CONS. (CM) CALDERO6,CONS. (CM) CALDERO7,ANTIESPUMANTE (ml),TQ TOWER IS,CONS. AGUA FACT (M3),CONS. E ELÉCTRICA FACT (KWH),CONS. DIESEL FACT (GL),COSTO AGUA FACT,COSTO E ELÉCTRICA FACT,COSTO DIESEL FACT,COSTO DIESEL FACT +IVA,COSTO FACTURADO,HORAS DE PRODUCCIÓN,HORAS PRODUCCIÓN SIN TORRE,HORAS PRODUCCIÓN CON TORRE,COSTO DE AGUA/HORA,COSTO DE AGUA SIN TORRE/HORA,COSTO DE AGUA TORRE/HORA,COSTO ENERGIA/HORA,COSTO DIESEL CONSUMIDO/HORA,COSTO DIESEL TQ PRINCIPAL/HORA,COSTO DE AGUA,COSTO DE AGUA PRODUCCIÓN,COSTO DE AGUA CON TORRE,COSTO DE AGUA TORRE,COSTO DE ENERGÍA,COSTO DE ENERGÍA PRODUCCIÓN,COSTO ENERGIA SIN TORRE,COSTO ENERGIA CON TORRE,COSTO ENERGIA TORRE,COSTO DE DIESEL CONSUMIDO,COSTO DIESEL CONSUMIDO SIN IVA,COSTO DIESEL SIN TORRE,COSTO DIESEL CON TORRE,COSTO DIESEL TORRE,COSTO DIESEL DE PRODUCCION,COSTO DE DIESEL CONSUMIDO TQ PRINCIPAL,COSTO TOTAL PRODUCCIÓN,COSTO TOTAL PRODUCCIÓN SIN IVA,Columna2,COSTO IQ005,MOD DESTIL,CIF DESTIL1,CIF DESTIL2,COSTO TOTAL PRODUCCIÓN TORRE DE DESTILACIÓN,COSTO TOTAL PRODUCCIÓN DE ALCOHOL,COSTO TOTAL PLANTA,COSTO LITRO TOTAL,COSTO TOTAL GENERAL,UNIDADES PROCESADAS
3/13/2017 0:00,2017,MARZO,3,11,2200,400,,400,0,,2600,,0,,,,0,,0,,16,,16,,5.76,0,0,,,,,0,0,,,,,,,1900,200,,,,200,200,,,1700,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
3/14/2017 0:00,2017,MARZO,3,11,2600,3350,,3350,2700,,3250,,1750,,,,0,,1750,64.81481481,22,,22,,7.92,0,0,,,,,0,0,,,,,,,1700,400,,,,400,400,,,1300,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,540,70,3.5,105,,,,0.410571429,718.5,
3/15/2017 0:00,2017,MARZO,3,11,3250,4500,,4500,4550,,3200,,3460,,,,0,,3460,76.04395604,28,,28,,10.08,0,0,,,,,0,0,,,,,,,1300,200,,,,200,200,2000,,3100,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,910,138.4,6.92,207.6,,,,0.36500578,1262.92,
3/16/2017 0:00,2017,MARZO,3,11,3200,3350,,3350,2650,,3900,,2400,,,,0,,2400,90.56603774,23,,23,,8.28,0,0,,,,,0,0,,,,,,,3100,400,,,,400,400,,,2700,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,530,96,4.8,144,,,,0.322833333,774.8,
3/17/2017 0:00,2017,MARZO,3,11,3900,3200,,3200,2300,,4800,,1750,,,,0,,1750,76.08695652,21,,21,,7.56,0,0,,,,,0,0,,,,,,,2700,200,,,,200,200,,,2500,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,460,70,3.5,105,,,,0.364857143,638.5,
3/18/2017 0:00,2017,MARZO,3,11,4800,1000,,1000,0,,5800,,0,,,,0,,0,,4,,4,,1.44,0,0,,,,,0,0,,,,,,,2500,150,,,,150,150,,,2350,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
3/20/2017 0:00,2017,MARZO,3,12,4400,5400,,5400,2500,,7300,,1560,,,,0,,1560,62.4,29,,29,,10.44,0,0,,,,,0,0,,,,,,,2350,200,,,,200,200,,,2150,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,500,62.4,3.12,93.6,,,,0.422512821,659.12,
3/21/2017 0:00,2017,MARZO,3,12,7300,3000,,3000,5800,,4500,,3950,,,,0,,3950,68.10344828,30,,30,,10.8,0,0,,,,,0,0,,,,,,,2150,350,,,,350,350,,,1800,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1160,158,7.9,237,,,,0.395670886,1562.9,
3/22/2017 0:00,2017,MARZO,3,12,4500,3950,,3950,2900,,5550,,2000,,,,0,,2000,68.96551724,23,,23,,8.28,0,0,,,,,0,0,,,,,,,1800,150,,,,150,150,,,1650,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,580,80,4,120,,,,0.392,784,
3/23/2017 0:00,2017,MARZO,3,12,5550,3050,,3050,2450,,6150,,1900,,,,0,,1900,77.55102041,20,,20,,7.2,0,0,,,,,0,0,,,,,,,1650,350,,,,350,350,,,1300,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,490,76,3.8,114,,,,0.359894737,683.8,
3/24/2017 0:00,2017,MARZO,3,12,6150,4350,,4350,0,,10500,,0,,,,0,,0,,17,,17,,6.12,0,0,,,,,0,0,,,,,,,1300,150,,,,150,150,,,1150,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
3/25/2017 0:00,2017,MARZO,3,12,10500,1900,,1900,,,12400,,0,,,,0,,0,,5,,5,,1.8,0,0,,,,,0,0,,,,,,,1150,,,,,0,0,,,1150,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
3/27/2017 0:00,2017,MARZO,3,13,12400,1350,,1350,950,,12800,0,700,0,,,0,,700,73.68421053,23,,23,,8.28,0,0,,,,,0,0,,,,,,,1150,250,,,,250,250,,,900,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,190,28,1.4,42,,,,0.373428571,261.4,
3/28/2017 0:00,2017,MARZO,3,13,12800,6800,,6800,7600,,12000,700,5700,,,,0,,6400,75,48,,48,,17.28,0,0,,,,,0,0,,,,,,,900,500,,,,500,500,2000,,2400,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1520,228,11.4,342,,,,0.368666667,2101.4,
3/29/2017 0:00,2017,MARZO,3,13,12000,3000,,3000,5900,,9100,6400,4000,3000,,,3000,,7400,67.79661017,28,,28,,10.08,0,0,,,,,0,0,,,,,,,2400,400,,,,400,400,,,2000,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1180,160,8,240,,,,0.397,1588,
3/30/2017 0:00,2017,MARZO,3,13,9100,6000,,6000,9000,,6100,7400,6100,5300,,,5300,,8200,67.77777778,41,,41,,14.76,0,0,,,,,0,0,,,,,,,2000,300,,,,300,300,,,1700,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1800,244,12.2,366,,,,0.397081967,2422.2,
3/31/2017 0:00,2017,MARZO,3,13,6100,4900,,4900,8900,,2100,8200,6200,2450,,,2450,,11950,69.66292135,37,,37,,13.32,0,0,,,,,0,0,,,,,,,1700,600,,,,600,600,,,1100,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1780,248,12.4,372,,,,0.389096774,2412.4,
4/1/2017 0:00,2017,ABRIL,4,13,2100,0,,0,1000,,1100,11950,950,,,,0,,12900,95,7,,7,,2.52,0,0,,,,,0,0,,,,,,,1100,,,,,0,0,,,1100,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,200,38,1.9,57,,,,0.312526316,296.9,
4/3/2017 0:00,2017,ABRIL,4,14,1100,2600,,2600,,,3700,12900,0,3300,,,3300,,9600,,22,,22,,7.92,0,0,,,,,0,0,,,,,,,1100,250,,,,250,250,,,850,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
4/4/2017 0:00,2017,ABRIL,4,14,3700,6100,,6100,,,9800,9600,0,200,,,200,,9400,,20,,20,,7.2,0,0,,,,,0,0,,,,,,,850,200,,,,200,200,2000,,2650,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
4/5/2017 0:00,2017,ABRIL,4,14,9800,4300,,4300,,,14100,9400,0,3450,,,3450,,5950,,16,,16,,5.76,0,0,,,,,0,0,,,,,,,2650,150,,,,150,150,,,2500,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
4/6/2017 0:00,2017,ABRIL,4,14,14100,2650,,2650,1200,,15550,5950,900,4000,,,4000,,2850,75,37,,37,,13.32,0,0,,,,,0,0,,,,,,,2500,100,,,,100,100,,,2400,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,240,36,1.8,54,,,,0.368666667,331.8,
4/7/2017 0:00,2017,ABRIL,4,14,15550,3300,,3300,8450,,10400,2850,6200,2000,,,2000,,7050,73.37278107,34,,34,,12.24,0,0,,,,,0,0,,,,,,,2400,600,,,,600,600,,,1800,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1690,248,12.4,372,,,,0.374580645,2322.4,
4/8/2017 0:00,2017,ABRIL,4,14,10400,,,0,2200,,8200,7050,1550,1000,,,1000,,7600,70.45454545,9,,9,,3.24,0,0,,,,,0,0,,,,,,,1800,,,,,0,0,,,1800,,,,,,,,,,,,CONSUMO PROMEDIO,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,440,62,3.1,93,,,,0.385870968,598.1,
4/10/2017 0:00,2017,ABRIL,4,15,8200,4360,,4360,3860,,8700,7600,2750,4400,,,4400,,5950,71.24352332,29,,29,,10.44,0,0,,,,,0,0,,,,,,,1800,300,,,,300,300,,,1500,,,,,,,,,,,,12.5,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,772,110,5.5,165,,,,0.382727273,1052.5,
4/11/2017 0:00,2017,ABRIL,4,15,8700,2600,,2600,7300,,4000,5950,5650,3100,,,3100,,8500,77.39726027,33,,33,,11.88,0,0,,,,,0,0,,,,,,,1500,400,,,,400,400,,,1100,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1460,226,11.3,339,,,,0.36040708,2036.3,
4/12/2017 0:00,2017,ABRIL,4,15,4000,1700,,1700,2600,,3100,8500,2000,2200,,,2200,,8300,76.92307692,19,,19,,6.84,0,0,,,,,0,0,,,,,,,1100,300,,,,300,300,,,800,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,520,80,4,120,,,,0.362,724,
4/13/2017 0:00,2017,ABRIL,4,15,3100,6500,,6500,0,,9600,8300,0,5600,,,5600,,2700,,21,,21,,7.56,0,0,,,,,0,0,,,,,,,800,200,,,,200,200,2000,,2600,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
4/14/2017 0:00,2017,ABRIL,4,15,9600,,,0,,,9600,2700,,,,,0,,2700,,,,0,,0,0,0,,,,,0,0,,,,,,,2600,,,,,0,,,,2600,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
4/15/2017 0:00,2017,ABRIL,4,15,9600,,,0,,,9600,2700,,,,,0,,2700,,,,0,,0,0,0,,,,,0,0,,,,,,,2600,,,,,0,,,,2600,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
4/17/2017 0:00,2017,ABRIL,4,16,9600,2200,,2200,4500,,7300,2700,3400,500,,,500,,5600,75.55555556,28,,28,,10.08,0,0,,,,,0,0,,,,,,,2600,200,,,,200,200,0,,2400,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,900,136,6.8,204,,,,0.366705882,1246.8,
4/18/2017 0:00,2017,ABRIL,4,16,7300,3200,,3200,9200,,1300,5600,6900,3000,,,3000,,9500,75,38,,38,,13.68,0,0,,,,,0,0,,,,,,,2400,500,,,,500,500,,,1900,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1840,276,13.8,414,,,,0.368666667,2543.8,
4/19/2017 0:00,2017,ABRIL,4,16,1300,6150,,6150,250,,7200,9500,150,3150,,,3150,,6500,60,21,,21,,7.56,0,0,,,,,0,0,,,,,,,1900,200,,,,200,200,,,1700,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,50,6,0.3,9,,,,0.435333333,65.3,
4/20/2017 0:00,2017,ABRIL,4,16,7200,4750,,4750,3950,,8000,6500,3000,1000,,,1000,,8500,75.94936709,24,,24,,8.64,0,0,,,,,0,0,,,,,,,1700,300,,,,300,300,,,1400,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,790,120,6,180,,,,0.365333333,1096,
4/21/2017 0:00,2017,ABRIL,4,16,8000,2700,,2700,2800,,7900,8500,2450,2290,,,2290,,8660,87.5,26,,26,,9.36,0,0,,,,,0,0,,,,,,,1400,300,,,,300,300,,,1100,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,560,98,4.9,147,,,,0.330571429,809.9,
4/22/2017 0:00,2017,ABRIL,4,16,7900,500,,500,0,,8400,8660,0,0,,,0,,8660,,8,,8,,2.88,0,0,,,,,0,0,,,,,,,1100,150,,,,150,150,,,950,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
4/24/2017 0:00,2017,ABRIL,4,17,8400,2600,,2600,0,,11000,8660,0,2760,,,2760,,5900,,30,,30,,10.8,0,0,,,,,0,0,,,,,,,950,250,,,,250,250,,,700,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
4/25/2017 0:00,2017,ABRIL,4,17,11000,3950,,3950,0,,14950,5900,0,3100,,,3100,,2800,,20,,20,,7.2,0,0,,,,,0,0,,,,,,,700,200,,,,200,200,2000,,2500,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
4/26/2017 0:00,2017,ABRIL,4,17,14950,1600,,1600,1700,,14850,2800,1500,2000,,,2000,,2300,88.23529412,17,,17,,6.12,0,0,,,,,0,0,,,,,,,2500,250,,,,250,250,,,2250,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,340,60,3,90,,,,0.328666667,493,
4/27/2017 0:00,2017,ABRIL,4,17,14850,2500,,2500,8200,,9150,2300,6400,1200,,,1200,,7500,78.04878049,39,,39,,14.04,0,0,,,,,0,0,,,,,,,2250,500,,,,500,500,,,1750,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1640,256,12.8,384,,,,0.35825,2292.8,
4/28/2017 0:00,2017,ABRIL,4,17,9150,2200,,2200,9350,55.6,2000,7500,6150,4450,,,4450,96.5,9200,65.77540107,41,,41,,14.76,0,0,,,,,0,0,,,,,,,1750,500,,,,500,500,,,1250,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1870,246,12.3,369,,,,0.406065041,2497.3,
4/29/2017 0:00,2017,ABRIL,4,17,2000,2300,,2300,3300,60,1000,9200,2300,2600,,,2600,96.5,8900,69.6969697,20,,20,,7.2,0,0,,,,,0,0,,,,,,,1250,,,,,0,0,,,1250,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,660,92,4.6,138,,,,0.388956522,894.6,
5/1/2017 0:00,2017,MAYO,5,18,1000,,,0,,,1000,8900,,,,,0,,8900,,,,0,,0,0,0,,,,,0,0,,,,,,,1250,,,,,0,,,,1250,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
5/2/2017 0:00,2017,MAYO,5,18,1000,1200,,1200,0,60,2200,8900,0,2200,,,2200,96.5,6700,,22,,22,,7.92,0,0,,,,,0,0,,,,,,,1250,250,,,,250,250,,,1000,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
5/3/2017 0:00,2017,MAYO,5,18,2200,6150,,6150,0,60,8350,6700,0,2000,,,2000,96.5,4700,,19,,19,,6.84,0,0,,,,,0,0,,,,,,,1000,250,,,,250,250,,,750,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
